"components/66324d7dbb711404eef89ad8/title/","Título do novo componente"
"components/66324d7dbb711404eef89ad8/_graphic/alt/","Logomarca do curso com borda"
"components/66324d87640ad40496a30a1f/title/","Título do novo componente"
"components/66324e3f640ad40496a30a21/title/","Busca avançada com um navegador."
"components/66324e3f640ad40496a30a21/body/","<p>Assista ao vídeo, depois faça o exercício.</p>"
"components/66324e3f640ad40496a30a21/_timestamp/label/","Marcas de tempo"
"components/66324e3f640ad40496a30a21/_transcript/inlineTranscriptButton/","Ver transcrição"
"components/66324e3f640ad40496a30a21/_transcript/inlineTranscriptCloseButton/","Fechar"
"components/66324e3f640ad40496a30a21/_transcript/inlineTranscriptBody/","<p dir=""ltr""><strong>Todo dia, milhões de buscas são feitas, entretanto, às vezes, encontrar exatamente o que você está procurando é como procurar uma agulha no palheiro. Por isso, existem as funções de busca. Vamos ver como funcionam, e como ajudam a encontrar qualquer coisa na Internet.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Em primeiro lugar, você deve acessar um site de busca. Esses sites permitem que você busque o que você quiser e entregam uma página repleta de resultados possivelmente úteis baseados no que você digitou. Se você abrir um navegador, ele já pode ter um site de busca como página inicial. Caso contrário, digite o endereço do site de busca na barra de endereço. Você pode copiar e colar o endereço do texto desse curso. Você também pode mudar o site de busca padrão do navegador nas configurações. Vá em Configurações, Mecanismo de Pesquisa, e selecione seu site de busca favorito.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Agora, digite algo na barra de busca e pressione Enter ou toque em Ir. Você verá uma lista de sites que o site de busca pensa que são relevantes para o que você digitou, além de buscas relacionadas. Você também pode especificar o tipo de sua busca. Você pode buscar por imagens, vídeos ou produtos à venda.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Vamos fazer algo um pouco mais avançado. Vamos usar as aspas. Quando você está buscando uma frase exata ou uma terminologia específica, pôr suas palavras em aspas diz ao site de busca para buscar resultados exatamente como escrito.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Agora, como excluir palavras. Ao pôr um sinal de menos antes da palavra, excluímos essa palavra dos resultados. Isso é perfeito para melhorar os resultados da busca quando você é bombardeado por informações irrelevantes.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Quando você foca sua busca num único site, você geralmente obtém resultados melhores. Digite ""site:"" seguido do endereço URL. Essa função é indispensável para pesquisas acadêmicas ou quando você confia numa fonte confiável para obter informações.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Para buscar arquivos de tipos específicos? É só digitar ""filetype:"" seguido do formato de arquivo. Não importa se for PDF, PPT, ou Doc, essa função simplifica o ato de buscar por recursos baixáveis.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Você também pode especificar o período e a data em que você quer buscar. Basta ir em Ferramentas e selecionar um intervalo de tempo personalizado.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Ao dominar esses operadores de busca, você pode encontrar exatamente o que você procura de forma rápida e precisa.</strong></p>"
"components/66324e3f640ad40496a30a21/_transcript/transcriptLinkButton/","Baixar transcrição"
"components/66324ea6422efe0538469bb1/title/","Questões sobre o vídeo"
"components/66324ff58ab214054816ff6b/title/","Questão 1"
"components/66324ff58ab214054816ff6b/displayTitle/","Questão 1"
"components/66324ff58ab214054816ff6b/body/","<p>O que pode ajudar você quando sua busca é mais específica e não é tão geral?</p>"
"components/66324ff58ab214054816ff6b/_items/0/text/","Usar aspas para buscar exatamente como escrito"
"components/66324ff58ab214054816ff6b/_items/1/text/","Escrever ainda mais termos de busca"
"components/66324ff58ab214054816ff6b/_items/2/text/","Pedir apenas por funções avançadas"
"components/66324ff58ab214054816ff6b/_items/3/text/","Usar frases bem básicas"
"components/66324ff58ab214054816ff6b/_feedback/correct/","<p dir=""ltr"">Correto.</p>"
"components/66324ff58ab214054816ff6b/_feedback/_incorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/66324ff58ab214054816ff6b/_feedback/_partlyCorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/66325086640ad40496a30a22/title/","Questão 2"
"components/66325086640ad40496a30a22/displayTitle/","Questão 2"
"components/66325086640ad40496a30a22/body/","<p>Para que servem os sinais de menos nos sites de busca?</p>"
"components/66325086640ad40496a30a22/_items/0/text/","Eles reduzem o número de resultados excluindo palavras da busca"
"components/66325086640ad40496a30a22/_items/1/text/","Eles previnem que você bombardeie seu site de busca"
