"components/663608b51959430712400055/title/","{{_moduleNumber}}.0.1 What is a digital persona?"
"components/663608e11959430712400057/title/","{{_moduleNumber}}.0.1 What is a digital persona?"
"components/663608e11959430712400057/body/","<p>Watch the video, then complete the exercises.</p>"
"components/663608e11959430712400057/_timestamp/label/","Timestamps"
"components/663608e11959430712400057/_transcript/inlineTranscriptButton/","View transcript"
"components/663608e11959430712400057/_transcript/inlineTranscriptCloseButton/","Close"
"components/663608e11959430712400057/_transcript/inlineTranscriptBody/","<p dir=""ltr""><strong>In the digital world where we spend a significant amount of time online, each of us has a digital persona. A digital persona is essentially the collection of information and behaviors you exhibit online. Every time you post on social media, comment on a blog, shop online, or even play video games, you contribute to the formation of your digital persona. It's like leaving digital footprints in the sand. These footprints tell a story about who you are in the virtual world.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Imagine walking into a room full of people you've never met, but who already know a lot about you. Your likes, your dislikes, your habits, your preferences. That's what happens online. The websites you visit, the products you browse, and the content you engage with all feed into creating a picture of your digital self. This persona can influence what advertisements you see, the recommendations you get on streaming platforms, or even the news stories that appear in your feed.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>There are different types of digital persona, each serving a unique purpose.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Professional persona: This is how you present yourself on professional networks and job sites. It highlights your skills, experience, and professional interests.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Social persona: This persona is all about how you interact on social media platforms. It reflects your personal interests, opinions, and social interactions.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Consumer persona: When you shop online, you create a consumer persona based on your buying habits and preferences. This persona influences the kind of deals and products that are advertised to you.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Creating a positive digital persona is important because it can affect many aspects of your life, from job opportunities to personal relationships. Being mindful of what you share online, engaging positively, and protecting your privacy are key steps in managing your digital persona effectively.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Privacy settings on social media platforms and websites are tools that can help control who sees your online activities and personal information. It's like deciding who in that room full of people gets to know more about you. Regularly reviewing these settings ensures that you are sharing only what you're comfortable with, thus maintaining a digital persona that accurately reflects who you are and how you want to be seen online.</strong></p>"
"components/663608e11959430712400057/_transcript/transcriptLinkButton/","Download transcript"
"components/663808a55baedb084301ac60/title/","Questions related to the video"
"components/663809d0d430690818d1da8d/title/","{{_moduleNumber}}.0.3 Creating and Managing Your Digital Persona"
"components/663809d0d430690818d1da8d/_html/","<h2 style=""text-align: left;"">Creating and Managing Your Digital Persona</h2>
<p style=""text-align: left;"">Creating and managing your digital persona involves curating how you present yourself online across various platforms, including social media, professional networks, and personal blogs or websites. This digital footprint is a reflection of your personal, professional, and social identities, and it's essential to manage it carefully to ensure it aligns with how you wish to be perceived by others.</p>
<h3 style=""text-align: left;"">Creating Your Digital Persona</h3>
<p style=""text-align: left;"">Define Your Goals: Determine what you want to achieve with your online presence. Are you looking to network professionally, share your personal life with friends and family, or establish yourself as an expert in a particular field?</p>
<p style=""text-align: left;"">Choose the Right Platforms: Select platforms that align with your goals. LinkedIn can be great for professional networking, while Instagram or Twitter may be more suited for personal expression or branding.</p>
<p style=""text-align: left;"">Be Consistent: Use the same name, profile photo, and basic bio information across platforms to create a consistent identity. Consistency helps with recognition and trust.</p>
<p style=""text-align: left;"">Share Thoughtfully: Post content that reflects the best aspects of who you are and what you stand for. Think about the long-term impact of what you share, as digital content can be permanent.</p>
<h3 style=""text-align: left;"">Managing Your Digital Persona</h3>
<p style=""text-align: left;"">Regular Updates: Keep your profiles updated with your latest achievements, interests, and professional changes. An outdated profile can give the wrong impression.</p>
<p style=""text-align: left;"">Engage Responsibly: Interact with others in a respectful and positive manner. Your comments, likes, and shares contribute to your digital persona as much as your posts.</p>
<p style=""text-align: left;"">Monitor Your Presence: Use search engines to periodically check how your digital persona appears to others. This can help you address any unwanted or outdated information.</p>
<p style=""text-align: left;"">Privacy Settings: Utilize privacy settings to control who can see your content and personal information. Adjust these settings according to the level of privacy you're comfortable with.</p>
<p style=""text-align: left;"">Digital Hygiene: Regularly review and clean up your online presence. This might include deleting old accounts, removing inappropriate posts, or updating security settings.</p>
<p style=""text-align: left;"">Creating and managing a digital persona requires ongoing effort and reflection. By being mindful of the content you share and engage with, you can shape a digital identity that accurately reflects your values, interests, and professional goals, benefiting your personal and professional life.</p>"
"components/66380b828c212907525607a0/title/","{{_moduleNumber}}.0.4 What is Personally Identifiable Information?"
